index,sample.ID,ID,split,fold
1046,11044,11044,calibration,4
1047,11045,11045,calibration,3
1048,11046,11046,calibration,4
1049,11048,11048,calibration,2
1050,1105,1105,test,-1
1051,11050,11050,test,-1
1052,11051,11051,calibration,2
1053,11052,11052,calibration,3
1054,11053,11053,test,-1
1055,11054,11054,calibration,4
1056,11055,11055,calibration,5
1057,11056,11056,calibration,2
1058,11057,11057,calibration,1
1059,11058,11058,calibration,3
1060,11059,11059,test,-1
1061,1106,1106,test,-1
1062,11060,11060,test,-1
1063,11061,11061,calibration,2
1064,11062,11062,calibration,3
1065,11063,11063,test,-1
1066,11064,11064,calibration,5
1067,11065,11065,calibration,5
1068,11066,11066,test,-1
1069,11067,11067,test,-1
1070,11068,11068,calibration,5
1071,11069,11069,calibration,1
1072,1107,1107,calibration,3
1073,11070,11070,calibration,1
1074,11072,11072,calibration,2
1075,11073,11073,calibration,3
1077,11075,11075,calibration,2
1078,11076,11076,test,-1
1079,11077,11077,calibration,1
1080,11078,11078,test,-1
1081,11079,11079,calibration,4
1082,11080,11080,test,-1
1083,11081,11081,calibration,1
1084,11082,11082,calibration,3
1085,11083,11083,calibration,3
1086,11084,11084,calibration,5
1087,11085,11085,calibration,3
1088,11086,11086,test,-1
1089,11088,11088,calibration,1
1090,11089,11089,test,-1
1091,11090,11090,calibration,4
1092,11091,11091,calibration,2
1093,11092,11092,calibration,2
1094,11093,11093,calibration,4
1095,11094,11094,calibration,3
1096,11095,11095,calibration,2
1097,11096,11096,calibration,4
1098,11097,11097,test,-1
1099,11098,11098,calibration,2
1100,11099,11099,calibration,2
1102,1110,1110,test,-1
1103,11100,11100,test,-1
1109,1114,1114,calibration,4
1110,1115,1115,calibration,4
1111,11150,11150,test,-1
1112,11151,11151,calibration,1
1113,11152,11152,test,-1
1115,11154,11154,calibration,5
1116,11155,11155,calibration,5
1117,11156,11156,test,-1
1118,11157,11157,calibration,4
1119,11158,11158,calibration,5
1120,11159,11159,test,-1
1121,1116,1116,calibration,3
1122,11160,11160,calibration,4
1123,11161,11161,calibration,1
1124,11162,11162,calibration,1
1125,11163,11163,calibration,1
1126,11164,11164,calibration,3
1127,11165,11165,calibration,5
1128,11166,11166,calibration,2
1129,11167,11167,calibration,1
1130,11168,11168,test,-1
1131,11169,11169,test,-1
1132,11170,11170,test,-1
1133,11171,11171,calibration,3
1134,11172,11172,calibration,4
1135,11173,11173,test,-1
1136,11174,11174,calibration,1
1137,11175,11175,calibration,4
1138,11176,11176,calibration,5
1139,11177,11177,test,-1
1140,11178,11178,calibration,1
1141,11179,11179,calibration,4
1142,11180,11180,test,-1
1143,11181,11181,calibration,1
1144,11184,11184,calibration,5
1145,11185,11185,test,-1
1146,11186,11186,calibration,1
1147,11188,11188,calibration,2
1148,11189,11189,test,-1
1149,1119,1119,test,-1
1150,11190,11190,calibration,5
1151,11191,11191,test,-1
1152,11192,11192,calibration,2
1153,11193,11193,calibration,1
1154,11194,11194,calibration,1
1155,11195,11195,calibration,5
1156,11196,11196,calibration,4
1157,11197,11197,calibration,1
1158,11198,11198,calibration,2
1159,11199,11199,test,-1
1160,112,112,test,-1
1161,1120,1120,calibration,2
1162,11200,11200,test,-1
1163,11201,11201,test,-1
1164,11202,11202,calibration,5
1165,11203,11203,calibration,4
1166,11204,11204,calibration,3
1167,11205,11205,calibration,2
1168,11206,11206,calibration,4
1169,11207,11207,calibration,3
1170,11208,11208,calibration,1
1171,11209,11209,test,-1
1173,11212,11212,calibration,4
1174,11213,11213,test,-1
1175,11214,11214,calibration,2
1176,11215,11215,test,-1
1177,11216,11216,calibration,2
1178,11217,11217,calibration,5
1179,11218,11218,test,-1
1180,11219,11219,test,-1
1181,1122,1122,calibration,5
1182,11220,11220,calibration,4
1183,11221,11221,calibration,2
1184,11222,11222,calibration,5
1185,11223,11223,test,-1
1186,11224,11224,calibration,4
1187,11225,11225,calibration,4
1188,11226,11226,calibration,2
1189,11227,11227,calibration,3
1190,11228,11228,calibration,4
1191,11229,11229,calibration,2
1192,1123,1123,test,-1
1193,11230,11230,calibration,2
1194,11231,11231,calibration,1
1195,11232,11232,test,-1
1196,11233,11233,test,-1
1197,11234,11234,test,-1
1198,11235,11235,calibration,5
1199,11236,11236,calibration,5
1200,11237,11237,calibration,1
1201,11238,11238,calibration,2
1202,11239,11239,test,-1
1203,1124,1124,test,-1
1204,11240,11240,calibration,1
1205,11241,11241,calibration,3
1206,11242,11242,test,-1
1207,11243,11243,calibration,2
1208,11244,11244,calibration,4
1209,11245,11245,test,-1
1210,11246,11246,test,-1
1211,11247,11247,calibration,1
1212,11248,11248,calibration,4
1213,11249,11249,calibration,4
1214,1125,1125,calibration,2
1215,11250,11250,calibration,4
1216,11252,11252,calibration,1
1217,11253,11253,test,-1
1218,11255,11255,calibration,1
1219,11256,11256,test,-1
1220,11258,11258,calibration,1
1221,1126,1126,calibration,2
1222,11260,11260,calibration,1
1223,11261,11261,calibration,3
1224,11262,11262,calibration,3
1225,11263,11263,test,-1
1226,11265,11265,test,-1
1227,11266,11266,calibration,1
1228,11267,11267,test,-1
1229,11268,11268,calibration,1
1230,1127,1127,test,-1
1231,11270,11270,calibration,2
1232,11271,11271,calibration,3
1233,11272,11272,calibration,3
1234,11273,11273,test,-1
1235,11274,11274,calibration,5
1236,11275,11275,calibration,4
1237,11276,11276,calibration,5
1238,11277,11277,calibration,2
1239,11278,11278,calibration,5
1240,11279,11279,test,-1
1241,1128,1128,calibration,1
1242,11280,11280,test,-1
1243,11281,11281,calibration,1
1244,11282,11282,calibration,2
1245,11283,11283,calibration,1
1246,11284,11284,calibration,1
1247,11285,11285,calibration,1
1248,11287,11287,calibration,1
1249,11288,11288,calibration,3
1250,11289,11289,calibration,4
1251,1129,1129,test,-1
1252,11290,11290,calibration,2
1253,11291,11291,calibration,3
1254,11292,11292,test,-1
1255,11293,11293,test,-1
1256,11294,11294,test,-1
1257,11295,11295,test,-1
1258,11296,11296,calibration,3
1259,11297,11297,test,-1
1260,11298,11298,test,-1
1261,11299,11299,calibration,1
1262,113,113,calibration,4
1263,11300,11300,calibration,4
1264,11301,11301,calibration,2
1265,11302,11302,calibration,4
1266,11303,11303,test,-1
1267,11304,11304,test,-1
1268,11306,11306,calibration,3
1269,11308,11308,test,-1
1270,11309,11309,test,-1
1271,1131,1131,calibration,2
1272,11310,11310,calibration,4
1273,11311,11311,calibration,5
1274,11312,11312,calibration,5
1275,11315,11315,calibration,5
1276,11316,11316,calibration,1
1277,11317,11317,calibration,4
1278,11318,11318,calibration,1
1279,11319,11319,test,-1
1280,1132,1132,test,-1
1281,11320,11320,calibration,3
1282,11321,11321,test,-1
1283,11322,11322,calibration,5
1284,11323,11323,calibration,5
1285,11324,11324,calibration,2
1286,11325,11325,calibration,5
1287,11326,11326,calibration,2
1288,11327,11327,calibration,4
1289,11328,11328,test,-1
1290,11329,11329,calibration,2
1291,11330,11330,test,-1
1292,11331,11331,calibration,2
1293,11332,11332,calibration,2
1294,11333,11333,test,-1
1295,11334,11334,calibration,4
1296,11335,11335,test,-1
1297,11336,11336,calibration,3
1298,11338,11338,calibration,4
1299,11339,11339,calibration,1
1300,1134,1134,test,-1
1301,11340,11340,calibration,5
1302,11341,11341,calibration,3
1303,11342,11342,calibration,1
1304,11343,11343,calibration,1
1305,11344,11344,test,-1
1306,11345,11345,calibration,1
1307,11346,11346,calibration,4
1308,11347,11347,test,-1
1309,11348,11348,calibration,4
1310,11349,11349,calibration,4
1311,1135,1135,calibration,1
1312,11350,11350,calibration,3
1313,11351,11351,calibration,5
1314,11352,11352,test,-1
1315,11353,11353,calibration,4
1316,11354,11354,test,-1
1317,11355,11355,calibration,4
1318,11356,11356,calibration,1
1319,11357,11357,calibration,3
1320,11358,11358,test,-1
1321,11359,11359,test,-1
1322,1136,1136,calibration,2
1323,11360,11360,test,-1
1324,11361,11361,calibration,3
1325,11362,11362,test,-1
1326,11363,11363,test,-1
1327,11364,11364,calibration,3
1328,11366,11366,calibration,4
1329,11367,11367,calibration,5
1330,11368,11368,calibration,5
1331,11369,11369,calibration,5
1332,1137,1137,calibration,3
1333,11370,11370,calibration,3
1334,11371,11371,calibration,2
1335,11372,11372,test,-1
1336,11373,11373,calibration,4
1337,11377,11377,test,-1
1338,11378,11378,test,-1
1339,11379,11379,calibration,5
1340,1138,1138,test,-1
1341,11380,11380,test,-1
1342,11381,11381,calibration,1
1343,11382,11382,test,-1
1344,11383,11383,calibration,5
1345,11384,11384,calibration,4
1346,11385,11385,calibration,3
1347,11386,11386,calibration,5
1348,11387,11387,calibration,5
1349,11388,11388,calibration,2
1350,11389,11389,test,-1
1351,11390,11390,test,-1
1352,11391,11391,test,-1
1353,11392,11392,test,-1
1354,11393,11393,calibration,2
1355,11394,11394,calibration,1
1356,11395,11395,calibration,2
1357,11396,11396,calibration,2
1358,11398,11398,calibration,2
1359,11399,11399,test,-1
1360,114,114,calibration,3
1361,1140,1140,calibration,4
1362,11400,11400,calibration,1
1363,11401,11401,test,-1
1364,11402,11402,calibration,4
1365,11403,11403,calibration,4
1366,11404,11404,test,-1
1367,11405,11405,test,-1
1368,11406,11406,calibration,1
1369,11408,11408,test,-1
1370,11409,11409,test,-1
1371,1141,1141,calibration,2
1372,11410,11410,test,-1
1373,11411,11411,calibration,4
1374,11412,11412,calibration,3
1375,11413,11413,test,-1
1376,11414,11414,test,-1
1377,11416,11416,calibration,2
1378,11417,11417,calibration,1
1379,11418,11418,calibration,5
1380,11419,11419,calibration,3
1382,11420,11420,calibration,2
1383,11421,11421,test,-1
1384,11422,11422,calibration,1
1385,11424,11424,calibration,2
1386,11425,11425,calibration,5
1387,11426,11426,calibration,5
1388,11427,11427,calibration,2
1389,11428,11428,calibration,3
1390,11429,11429,calibration,1
1391,1143,1143,test,-1
1392,11430,11430,calibration,3
1393,11431,11431,calibration,2
1394,11432,11432,calibration,4
1395,11433,11433,test,-1
1396,11435,11435,test,-1
1397,11436,11436,calibration,3
1398,11437,11437,calibration,3
1399,11438,11438,calibration,3
1400,11439,11439,test,-1
1401,1144,1144,test,-1
1402,11440,11440,calibration,2
1403,11441,11441,calibration,5
1404,11442,11442,calibration,1
1405,11443,11443,test,-1
1406,11444,11444,calibration,3
1407,11445,11445,calibration,3
1408,11446,11446,calibration,1
1409,11447,11447,calibration,3
1410,11448,11448,test,-1
1411,11449,11449,calibration,3
1412,1145,1145,test,-1
1413,11450,11450,test,-1
1414,11451,11451,calibration,4
1415,11452,11452,test,-1
1416,11453,11453,calibration,4
1417,11454,11454,calibration,5
1418,11455,11455,test,-1
1419,11456,11456,calibration,3
1420,11458,11458,test,-1
1421,11459,11459,test,-1
1422,1146,1146,calibration,5
1423,11461,11461,calibration,1
1424,11462,11462,calibration,3
1425,11463,11463,calibration,2
1426,11464,11464,test,-1
1427,11465,11465,calibration,2
1428,11466,11466,calibration,2
1429,11467,11467,calibration,1
1430,11468,11468,calibration,3
1431,1147,1147,calibration,2
1433,11471,11471,calibration,2
1434,11472,11472,test,-1
1435,11473,11473,calibration,1
1436,11474,11474,test,-1
1437,11475,11475,calibration,3
1438,11476,11476,test,-1
1439,11477,11477,test,-1
1440,11478,11478,test,-1
1441,11479,11479,calibration,4
1442,1148,1148,test,-1
1443,11480,11480,calibration,1
1444,11481,11481,calibration,5
1445,11482,11482,test,-1
1446,11483,11483,calibration,5
1447,11484,11484,calibration,2
1448,11485,11485,calibration,3
1449,11486,11486,calibration,2
1450,11487,11487,calibration,2
1451,11488,11488,calibration,2
1452,11489,11489,test,-1
1453,1149,1149,calibration,2
1454,11490,11490,test,-1
1455,11491,11491,calibration,1
1456,11492,11492,calibration,2
1457,11496,11496,calibration,3
1458,11497,11497,calibration,5
1459,11498,11498,calibration,4
1460,11499,11499,calibration,4
1461,115,115,calibration,5
1462,1150,1150,calibration,4
1463,11500,11500,test,-1
1464,11501,11501,calibration,2
1465,11502,11502,calibration,5
1466,11503,11503,calibration,5
1467,11504,11504,calibration,5
1468,11506,11506,calibration,1
1469,11507,11507,calibration,1
1470,11508,11508,calibration,3
1471,11509,11509,test,-1
1472,1151,1151,calibration,5
1473,11510,11510,test,-1
1474,11511,11511,test,-1
1475,11512,11512,test,-1
1476,11513,11513,calibration,4
1477,11514,11514,calibration,5
1478,11515,11515,test,-1
1479,11516,11516,calibration,2
1481,11518,11518,test,-1
1482,11519,11519,calibration,4
1483,1152,1152,calibration,4
1484,1153,1153,calibration,2
1485,11532,11532,calibration,5
1486,11535,11535,calibration,2
1487,11536,11536,test,-1
1489,11538,11538,calibration,3
1490,11539,11539,test,-1
1491,1154,1154,calibration,2
1492,11540,11540,calibration,1
1493,11541,11541,calibration,1
1494,11542,11542,calibration,5
1496,11544,11544,calibration,1
1497,11545,11545,test,-1
1498,11546,11546,test,-1
1499,11547,11547,test,-1
1500,11548,11548,test,-1
1501,11549,11549,calibration,3
1502,1155,1155,calibration,5
1503,11551,11551,calibration,1
1504,11552,11552,test,-1
1505,11559,11559,test,-1
1506,1156,1156,calibration,3
1507,11561,11561,calibration,5
1508,11562,11562,calibration,3
1509,11563,11563,calibration,5
1510,11564,11564,calibration,2
1511,11565,11565,calibration,3
1512,11566,11566,calibration,1
1513,11568,11568,calibration,4
1514,11569,11569,calibration,2
1515,1157,1157,test,-1
1516,11576,11576,calibration,1
1517,11577,11577,calibration,1
1518,11578,11578,calibration,4
1519,1158,1158,test,-1
1520,11586,11586,test,-1
1521,11587,11587,calibration,1
1522,11588,11588,test,-1
1523,11589,11589,calibration,3
1524,1159,1159,test,-1
1525,11590,11590,test,-1
1526,11591,11591,calibration,1
1527,11592,11592,calibration,3
1528,11593,11593,calibration,4
1529,11594,11594,calibration,3
1530,11595,11595,calibration,1
1531,11596,11596,test,-1
1532,11597,11597,calibration,1
1533,11598,11598,test,-1
1534,11599,11599,test,-1
1535,116,116,test,-1
1536,1160,1160,calibration,4
1537,11600,11600,test,-1
1538,11601,11601,test,-1
1539,11602,11602,test,-1
1540,11603,11603,test,-1
1541,11604,11604,calibration,2
1542,11605,11605,calibration,3
1543,11606,11606,calibration,3
1544,11607,11607,calibration,2
1545,11609,11609,calibration,5
1546,1161,1161,calibration,2
1547,11610,11610,test,-1
1548,11611,11611,calibration,2
1549,11612,11612,calibration,4
1550,11613,11613,calibration,5
1551,11614,11614,calibration,3
1552,11615,11615,test,-1
1553,11617,11617,calibration,4
1554,11618,11618,calibration,1
1555,11619,11619,calibration,2
1556,1162,1162,calibration,2
1557,11620,11620,calibration,5
1558,11621,11621,calibration,3
1559,1163,1163,calibration,3
1560,11632,11632,calibration,4
1561,11634,11634,calibration,5
1562,11635,11635,calibration,4
1563,11636,11636,test,-1
1564,11637,11637,test,-1
1566,11639,11639,test,-1
1567,1164,1164,calibration,1
1568,11640,11640,test,-1
1571,11644,11644,test,-1
1572,11645,11645,test,-1
1573,11646,11646,test,-1
1574,11647,11647,calibration,3
1575,1165,1165,test,-1
1576,11654,11654,calibration,3
1577,11655,11655,calibration,5
1578,11656,11656,calibration,4
1579,11657,11657,calibration,1
1580,11658,11658,calibration,3
1581,11659,11659,test,-1
1582,1166,1166,calibration,1
1583,11660,11660,test,-1
1584,11661,11661,calibration,4
1585,11662,11662,calibration,3
1586,11663,11663,test,-1
1587,11665,11665,calibration,3
1588,11666,11666,test,-1
1589,11668,11668,test,-1
1590,11669,11669,calibration,2
1591,1167,1167,test,-1
1592,11670,11670,calibration,2
1593,11671,11671,test,-1
1594,11672,11672,calibration,2
1595,11673,11673,calibration,1
1596,11674,11674,calibration,3
1597,11676,11676,calibration,2
1598,11677,11677,calibration,2
1599,11678,11678,calibration,3
1600,11679,11679,test,-1
1601,1168,1168,calibration,4
1602,11680,11680,calibration,2
1603,11681,11681,calibration,1
1604,11682,11682,calibration,4
1605,11683,11683,calibration,1
1607,11685,11685,calibration,4
1609,11688,11688,calibration,2
1610,11689,11689,calibration,2
1611,1169,1169,calibration,2
1612,11690,11690,calibration,5
1613,11691,11691,calibration,2
1614,11692,11692,calibration,2
1615,11693,11693,calibration,4
1617,11695,11695,test,-1
1618,11698,11698,test,-1
1619,11699,11699,calibration,2
1620,117,117,test,-1
1621,1170,1170,test,-1
1622,11700,11700,calibration,4
1623,11701,11701,calibration,3
1624,11702,11702,calibration,1
1625,11703,11703,calibration,2
1626,11704,11704,calibration,5
1627,11705,11705,calibration,2
1628,11707,11707,test,-1
1630,11709,11709,calibration,2
1631,1171,1171,calibration,1
1632,11710,11710,calibration,4
1633,11711,11711,test,-1
1634,11712,11712,test,-1
1635,11713,11713,calibration,1
1636,11714,11714,test,-1
1637,11718,11718,calibration,4
1638,11719,11719,test,-1
1639,1172,1172,test,-1
1640,11720,11720,test,-1
1641,11721,11721,calibration,2
1642,11722,11722,test,-1
1643,11723,11723,test,-1
1646,11726,11726,test,-1
1647,11727,11727,test,-1
1648,11728,11728,test,-1
1649,11729,11729,calibration,1
1650,1173,1173,calibration,4
